method,sample_size,replicate,sampled_files,feature,metric,value
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",appropriateness_category,time,887.51282
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,levenshtein,286.0
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,number_of_characters,954.0
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,percentual_error,29.979035639413
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",relative_radiation_level,time,887.51282
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,levenshtein,7927.0
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,number_of_characters,50561.0
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,percentual_error,15.678091809892999
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",subcategory,time,887.51282
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",category,levenshtein,1820.0
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",category,number_of_characters,14021.0
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",category,percentual_error,12.980529206190713
camelot,8.0,5.0,"['guideline_breast_cancer_screening.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_breast_implant_evaluation.pdf|', 'guideline_back_pain-child.pdf|']",category,time,887.51282
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,levenshtein,2594.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,number_of_characters,11819.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,percentual_error,21.947711312293762
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",procedure,time,865.19118
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,levenshtein,1607.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,number_of_characters,8365.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,percentual_error,19.210998206814107
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",appropriateness_category,time,865.19118
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,levenshtein,160.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,number_of_characters,757.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,percentual_error,21.136063408190225
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",relative_radiation_level,time,865.19118
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,levenshtein,9330.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,number_of_characters,41589.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,percentual_error,22.43381663420616
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",subcategory,time,865.19118
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,levenshtein,1820.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,number_of_characters,12060.0
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,percentual_error,15.091210613598674
camelot,8.0,6.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_hematuria.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_diffuse_lung_disease.pdf|']",category,time,865.19118
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",procedure,levenshtein,173.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",procedure,number_of_characters,12690.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",procedure,percentual_error,1.36327817178881
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",procedure,time,891.59149
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",appropriateness_category,levenshtein,98.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",appropriateness_category,number_of_characters,8762.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",appropriateness_category,percentual_error,1.1184661036293084
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",appropriateness_category,time,891.59149
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",relative_radiation_level,levenshtein,160.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",relative_radiation_level,number_of_characters,904.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",relative_radiation_level,percentual_error,17.699115044247787
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",relative_radiation_level,time,891.59149
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",subcategory,levenshtein,3116.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",subcategory,number_of_characters,48297.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",subcategory,percentual_error,6.451746485288941
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",subcategory,time,891.59149
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",category,levenshtein,0.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",category,number_of_characters,13038.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",category,percentual_error,0.0
camelot,8.0,7.0,"['guideline_breast_implant_evaluation.pdf|', 'guidelines_chronic_elbow_pain.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_acute_pyelonephritis.pdf|', 'guideline_hematuria.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|']",category,time,891.59149
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",procedure,levenshtein,2634.0
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",procedure,number_of_characters,11415.0
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",procedure,percentual_error,23.07490144546649
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",procedure,time,863.10859
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",appropriateness_category,levenshtein,1607.0
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",appropriateness_category,number_of_characters,7233.0
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",appropriateness_category,percentual_error,22.21761371491774
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",appropriateness_category,time,863.10859
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",relative_radiation_level,levenshtein,286.0
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",relative_radiation_level,number_of_characters,764.0
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",relative_radiation_level,percentual_error,37.43455497382199
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",relative_radiation_level,time,863.10859
camelot,8.0,8.0,"['guideline_acute_pyelonephritis.pdf|', 'guideline_back_pain-child.pdf|', 'guideline_diffuse_lung_disease.pdf|', 'guideline_hematuria-child.pdf|', 'guideline_breast_cancer_screening.pdf|', 'guideline_breast_imaging_of_pregnant_and_lactating_women.pdf|', 'guideline_thoracic_outlet_syndrome.pdf|', 'guideline_hematuria.pdf|']",subcategory,levenshtein,9412.0
